quote,author,tags,tags_str,combined
"What do you want?""""Just coffee. Black - like my soul.",Cassandra Clare,[],none,"Quote: ""What do you want?""""Just coffee. Black - like my soul."" by Cassandra Clare. Tags: none"
If we couldn't laugh we would all go insane.,Robert Frost,[],none,"Quote: ""If we couldn't laugh we would all go insane."" by Robert Frost. Tags: none"
Sometimes you have to lose all you have to find out who you truly are.,Roy T. Bennett,[],none,"Quote: ""Sometimes you have to lose all you have to find out who you truly are."" by Roy T. Bennett. Tags: none"
"I cannot go to school today""Said little Peggy Ann McKay.""I have the measles and the mumps,A gash, a rash and purple bumps.My mouth is wet, my throat is dry.I'm going blind in my right eye.My tonsils are as big as rocks,I've counted sixteen chicken pox.And there's one more - that's seventeen,And don't you think my face looks green?My leg is cut, my eyes are blue,It might be the instamatic flu.I cough and sneeze and gasp and choke,I'm sure that my left leg is broke.My hip hurts when I move my chin,My belly button's caving in.My back is wrenched, my ankle's sprained,My 'pendix pains each time it rains.My toes are cold, my toes are numb,I have a sliver in my thumb.My neck is stiff, my voice is weak,I hardly whisper when I speak.My tongue is filling up my mouth,I think my hair is falling out.My elbow's bent, my spine ain't straight,My temperature is one-o-eight.My brain is shrunk, I cannot hear,There's a hole inside my ear.I have a hangnail, and my heart is ...What? What's that? What's that you say?You say today is .............. Saturday?G'bye, I'm going out to play!",Shel Silverstein,[],none,"Quote: ""I cannot go to school today""Said little Peggy Ann McKay.""I have the measles and the mumps,A gash, a rash and purple bumps.My mouth is wet, my throat is dry.I'm going blind in my right eye.My tonsils are as big as rocks,I've counted sixteen chicken pox.And there's one more - that's seventeen,And don't you think my face looks green?My leg is cut, my eyes are blue,It might be the instamatic flu.I cough and sneeze and gasp and choke,I'm sure that my left leg is broke.My hip hurts when I move my chin,My belly button's caving in.My back is wrenched, my ankle's sprained,My 'pendix pains each time it rains.My toes are cold, my toes are numb,I have a sliver in my thumb.My neck is stiff, my voice is weak,I hardly whisper when I speak.My tongue is filling up my mouth,I think my hair is falling out.My elbow's bent, my spine ain't straight,My temperature is one-o-eight.My brain is shrunk, I cannot hear,There's a hole inside my ear.I have a hangnail, and my heart is ...What? What's that? What's that you say?You say today is .............. Saturday?G'bye, I'm going out to play!"" by Shel Silverstein. Tags: none"
"The trouble is not that I am single and likely to stay single, but that I am lonely and likely to stay lonely.",Charlotte BrontÃ«,[],none,"Quote: ""The trouble is not that I am single and likely to stay single, but that I am lonely and likely to stay lonely."" by Charlotte BrontÃ«. Tags: none"
"We are the music makers, and we are the dreamers of dreams.",Arthur William Edgar O'Shaughnessy,[],none,"Quote: ""We are the music makers, and we are the dreamers of dreams."" by Arthur William Edgar O'Shaughnessy. Tags: none"
"I like too many things and get all confused and hung-up running from one falling star to another till i drop. This is the night, what it does to you. I had nothing to offer anybody except my own confusion.",Jack Kerouac,[],none,"Quote: ""I like too many things and get all confused and hung-up running from one falling star to another till i drop. This is the night, what it does to you. I had nothing to offer anybody except my own confusion."" by Jack Kerouac. Tags: none"
Is it possible for home to be a person and not a place?,Stephanie Perkins,[],none,"Quote: ""Is it possible for home to be a person and not a place?"" by Stephanie Perkins. Tags: none"
Don't let the bastards grind you down.,Margaret Atwood,[],none,"Quote: ""Don't let the bastards grind you down."" by Margaret Atwood. Tags: none"
"Lost love is still love. It takes a different form, that's all. You can't see their smile or bring them food or tousle their hair or move them around a dance floor. But when those senses weaken another heightens. Memory. Memory becomes your partner. You nurture it. You hold it. You dance with it.",Mitch Albom,[],none,"Quote: ""Lost love is still love. It takes a different form, that's all. You can't see their smile or bring them food or tousle their hair or move them around a dance floor. But when those senses weaken another heightens. Memory. Memory becomes your partner. You nurture it. You hold it. You dance with it."" by Mitch Albom. Tags: none"
"A word to the wise ain't necessary, it's the stupid ones who need advice.",Bill Cosby,[],none,"Quote: ""A word to the wise ain't necessary, it's the stupid ones who need advice."" by Bill Cosby. Tags: none"
"The trouble is if you donâ€™t spend your life yourself, other people spend it for you.",Peter Shaffer,[],none,"Quote: ""The trouble is if you donâ€™t spend your life yourself, other people spend it for you."" by Peter Shaffer. Tags: none"
Time was passing like a hand waving from a train I wanted to be on. I hope you never have to think about anything as much as I think about you.,jonathan safran foer,[],none,"Quote: ""Time was passing like a hand waving from a train I wanted to be on. I hope you never have to think about anything as much as I think about you."" by jonathan safran foer. Tags: none"
"I travel not to go anywhere, but to go. I travel for travel's sake. The great affair is to move.",Robert Louis Stevenson,[],none,"Quote: ""I travel not to go anywhere, but to go. I travel for travel's sake. The great affair is to move."" by Robert Louis Stevenson. Tags: none"
"I don't think of all the misery, but of the beauty that still remains.",Anne Frank,[],none,"Quote: ""I don't think of all the misery, but of the beauty that still remains."" by Anne Frank. Tags: none"
I like flaws. I think they make things interesting.,Sarah Dessen,[],none,"Quote: ""I like flaws. I think they make things interesting."" by Sarah Dessen. Tags: none"
Children begin by loving their parents; as they grow older they judge them; sometimes they forgive them.,Oscar Wilde,[],none,"Quote: ""Children begin by loving their parents; as they grow older they judge them; sometimes they forgive them."" by Oscar Wilde. Tags: none"
"If you don't know history, then you don't know anything. You are a leaf that doesn't know it is part of a tree.",Michael Crichton,[],none,"Quote: ""If you don't know history, then you don't know anything. You are a leaf that doesn't know it is part of a tree."" by Michael Crichton. Tags: none"
